questionId,text,score
339,"si la réouverture ne s'est pas faite d'elle-même, j'applique des actions répétées et rapides de petites amplitudes jusqu'à l'obtention de la réouverture totale",-6
339,"si la réouverture ne s'est pas faite d'elle-même, j'abaisse, côté fermé, amplement et paisiblement ma commande pour la relâcher aussitôt",2
339,je libère les suspentes concernées et regarde le bon déroulement de leur réouverture,2
340,de mettre le cap immédiatement sur le terrain pour rentrer coûte que coûte,-6
340,de ralentir au maximum afin de retarder le moment d'un atterrissage qui s'annonce délicat,-6
340,de changer à temps son plan de vol pour se donner les meilleurs chances de rentrer malgré tout au terrain,3
340,de repérer immédiatement des terrains de secours afin de se préparer à l'éventualité d'un atterrissage « aux vaches »,3
341,un aéronef non soumis à l'immatriculation,2
341,un parachute,-6
341,un aéronef ultraléger non motorisé,2
341,un Planeur Ultra Léger (PUL),2
342,vous enroulez en sens inverse pour pouvoir la surveiller,-6
342,vous enroulez dans le même sens qu'elle,6
342,vous attendez qu'elle passe au-dessus de vous pour rentrer car sinon la descendance périphérique risque de vous mettre à la même hauteur,0
343,le dessus,-6
343,le dessous,-6
343,la droite,3
343,la gauche,3
344,vous avez la priorité et maintenez votre cap,-6
344,vous la laissez passer en vous écartant vers la droite ou vous faites demi-tour par la droite,3
344,vous tentez de passer en dessous,-6
344,elle a la priorité,3
345,le delta doit la priorité au parapente,-6
345,delta et parapente doivent observer les mêmes règles de l'air,6
345,le parapente doit la priorité au delta,-6
346,"En allant vérifier sur le site web du SIA, à la rubrique SUP AIP et NOTAM",6
346,Il suffit d'aller sur les pages espace aérien du site web de la FFVL,-6
346,En vérifiant l'affichage sur les panneaux d'information du site choisi,-6
347,elle fait demi-tour,3
347,elle double par la gauche en veillant à la sécurité de l'aile doublée,3
347,elle double par la droite entre le relief et l'autre aile,-6
348,"Oui, et l'usage de boissons alcoolisées ou de stupéfiants est interdit",6
348,"Oui, mais la tolérance est identique à la circulation routière",-6
348,"Non, cela ne concerne que la réglementation routière",-6
349,face-voile en vous attendant à devoir avancer vers l'aile pour contrôler sa vitesse d'ascension,3
349,dos à l'aile en vous attendant à devoir fortement résister en reculant pour contrôler la vitesse d'ascension du profil,-6
349,face-voile en prenant un élévateur A dans chaque main en vous attendant à devoir les tractionner pour contrecarrer la force du vent,-6
349,face-voile en réunissant les deux élévateurs A dans la main du côté de votre sens de rotation et en utilisant l'autre main pour contrôler la trajectoire de l'ascension de l'aile,3
350,Dans les zones R et dans les ZIT,-6
350,L'anticollision n'est jamais assurée dans les zones d'entraînement militaires,-6
350,"Dans le RTBA activé, car le pilote évolue souvent en mode automatique de suivi de terrain",6
351,"ASFC et AGL = hauteur sol, AMSL = altitude par rapport au niveau de la mer",6
351,Elles expriment les hauteurs et altitudes en mètres à respecter,-6
351,Toutes ces valeurs sont variables en fonction de la pression atmosphérique,-6
352,une visibilité de 8 km et rester hors des nuages,-6
352,"une visibilité de 5 km sous le FL 100, 8 km au-dessus et un espacement par rapport aux nuages de 300 m verticalement et 1500 m horizontalement",6
352,une visibilité de 1500 m et rester hors des nuages,-6
353,sous 5 jours à la FFVL qui transmet à l'assureur,6
353,sous 15 jours à l'assureur,-6
353,sous 15 jours à la FFVL,-6
354,"Oui, il est cependant tenu dans ce cas de continuer à évoluer sous le régime IFR",6
354,"Oui, et le trafic IFR est donc prioritaire",-6
354,"Non, le trafic IFR n'évolue qu'en espaces classés D à minima",-6
355,au biplace sur le monoplace,-6
355,"par convention, à l'aile arrivée la première dans l'ascendance",2
355,à l'aile qui arrive par la droite,4
355,à l'aile pilotée par un débutant,-6
356,"les aéronefs ultralégers non motorisés sont prioritaires sur les ensembles remorqués (avion+planeur, U.L.M.+delta, avion ou U.L.M.+banderole)",6
356,les biplaces sont prioritaires sur les monoplaces,-6
356,les ballons doivent la priorité aux deltas et aux parapentes,-6
357,à dépasser une aile plus lente par la gauche,-6
357,à dégager par la droite en cas de croisement à la même altitude,3
357,à respecter une distance suffisante pour prévenir les abordages,3
358,"Oui, sous réserve de n'utiliser le moteur que temporairement",-6
358,"Non, un delta ou un parapente équipé d'un moteur est soumis aux règles des ULM",6
358,"Oui, sous réserve d'avoir une assurance complémentaire",-6
359,Toujours en altitudes QNH pour prendre en compte les variations de pression,-6
359,"Selon le cas, en ASFC, AMSL ou FL",6
359,En niveaux de vol uniquement à cause du trafic IFR,-6
360,le directeur technique d'une école française de vol libre (DTE),6
360,le responsable régional de la formation (RRF),-3
360,le président de votre club,-3
361,8000 m,-6
361,1500 m,6
361,300 m,-6
362,peut estimer que sa progression est terminée,-6
362,peut voler sous sa propre responsabilité sans contrevenir aux règlements fédéraux,3
362,est considéré par son moniteur et par la FFVL comme un pilote autonome sur sites,3
